closetime,openprice,highprice,lowprice,closeprice,volume,datetime,averageprice,updown
1502506800,397816,400956,397390,399060,420.4888,2017-08-12 12:00:00,399173.0,1
1502510400,399019,400800,398700,400600,312.86923,2017-08-12 13:00:00,399750.0,1
1502514000,400584,403860,399811,403800,624.93756,2017-08-12 14:00:00,401835.5,1
1502517600,403860,404910,402100,404910,614.36365,2017-08-12 15:00:00,403505.0,1
1502521200,404526,409800,403900,408000,873.4403,2017-08-12 16:00:00,406850.0,1
1502524800,408000,413960,408000,411165,1036.5194,2017-08-12 17:00:00,410980.0,2
1502528400,411200,412229,407970,410548,894.1045,2017-08-12 18:00:00,410099.5,2
1502532000,410548,411279,408276,410750,527.99133,2017-08-12 19:00:00,409777.5,1
1502535600,410850,413500,410500,412900,668.1783,2017-08-12 20:00:00,412000.0,2
1502539200,412900,412911,410030,411368,444.56482,2017-08-12 21:00:00,411470.5,2
1502542800,411122,411600,408255,409280,458.14853,2017-08-12 22:00:00,409927.5,1
1502546400,409574,411314,408915,411254,371.46436,2017-08-12 23:00:00,410114.5,1
1502550000,411419,414045,411000,413518,864.458,2017-08-13 00:00:00,412522.5,1
1502553600,413646,424632,413239,422827,1491.3339,2017-08-13 01:00:00,418935.5,1
1502557200,421805,434990,420540,428760,1045.1913,2017-08-13 02:00:00,427765.0,1
1502560800,428512,431440,425000,428696,930.3236,2017-08-13 03:00:00,428220.0,1
1502564400,428642,432570,425000,429540,637.4996,2017-08-13 04:00:00,428785.0,1
1502568000,429000,432999,428600,430795,346.3937,2017-08-13 05:00:00,430799.5,2
1502571600,430795,431046,420231,424250,716.6435,2017-08-13 06:00:00,425638.5,2
1502575200,424250,427700,423192,426168,624.4385,2017-08-13 07:00:00,425446.0,2
1502578800,426637,426700,423541,426000,569.82135,2017-08-13 08:00:00,425120.5,1
1502582400,426000,431100,424640,429944,826.95,2017-08-13 09:00:00,427870.0,1
1502586000,430000,437510,429844,437510,1072.0739,2017-08-13 10:00:00,433677.0,1
1502589600,437142,451760,437142,450900,1650.9974,2017-08-13 11:00:00,444451.0,1
1502593200,450900,455849,445001,455202,1001.6727,2017-08-13 12:00:00,450425.0,1
1502596800,455141,459095,452230,454000,1147.171,2017-08-13 13:00:00,455662.5,2
1502600400,453900,454285,447170,452600,1028.3939,2017-08-13 14:00:00,450727.5,2
1502604000,452075,453000,447620,451477,430.2326,2017-08-13 15:00:00,450310.0,1
1502607600,451476,460000,450418,460000,704.78516,2017-08-13 16:00:00,455209.0,1
1502611200,460001,461560,457120,461002,832.29425,2017-08-13 17:00:00,459340.0,1
1502614800,461001,467870,460000,466625,992.2769,2017-08-13 18:00:00,463935.0,2
1502618400,466510,468820,458000,459217,1296.286,2017-08-13 19:00:00,463410.0,2
1502622000,459217,461109,446089,459601,1396.7812,2017-08-13 20:00:00,453599.0,2
1502625600,459752,460133,442500,450900,1283.7385,2017-08-13 21:00:00,451316.5,2
1502629200,451890,453531,436860,440000,1602.116,2017-08-13 22:00:00,445195.5,2
1502632800,440000,453531,436222,452137,1585.4838,2017-08-13 23:00:00,444876.5,1
1502636400,452137,452871,444443,449000,603.26556,2017-08-14 00:00:00,448657.0,1
1502640000,449000,455600,447650,451990,670.68176,2017-08-14 01:00:00,451625.0,2
1502643600,451576,452899,446860,448300,719.1347,2017-08-14 02:00:00,449879.5,2
1502647200,448300,450580,442000,446969,516.8753,2017-08-14 03:00:00,446290.0,1
1502650800,447755,455000,447060,452546,555.94116,2017-08-14 04:00:00,451030.0,2
1502654400,451700,451725,442503,443016,355.01108,2017-08-14 05:00:00,447114.0,2
1502658000,443000,449812,442668,446339,222.9067,2017-08-14 06:00:00,446240.0,1
1502661600,446546,456174,445759,454759,421.12973,2017-08-14 07:00:00,450966.5,1
1502665200,454775,456500,452580,454998,545.579,2017-08-14 08:00:00,454540.0,2
1502668800,454995,454998,450000,451101,366.53345,2017-08-14 09:00:00,452499.0,1
1502672400,451966,455090,451201,455000,396.2193,2017-08-14 10:00:00,453145.5,1
1502676000,455000,459901,454900,458488,559.63293,2017-08-14 11:00:00,457400.5,1
1502679600,457941,459830,455455,457259,475.8267,2017-08-14 12:00:00,457642.5,2
1502683200,457275,457550,450070,451475,804.4299,2017-08-14 13:00:00,453810.0,2
1502686800,451475,456202,450410,452757,591.3471,2017-08-14 14:00:00,453306.0,2
1502690400,452757,454900,451500,453000,500.8408,2017-08-14 15:00:00,453200.0,1
1502694000,453261,457925,452900,457398,372.25064,2017-08-14 16:00:00,455412.5,1
1502697600,456886,457436,454500,455985,347.19202,2017-08-14 17:00:00,455968.0,1
1502701200,456200,460500,455470,459315,715.7335,2017-08-14 18:00:00,457985.0,1
1502704800,459161,463300,457520,463300,997.31274,2017-08-14 19:00:00,460410.0,1
1502708400,463320,465727,461500,463785,903.2243,2017-08-14 20:00:00,463613.5,2
1502712000,463784,465669,460310,462860,783.0206,2017-08-14 21:00:00,462989.5,1
1502715600,462859,465298,461370,464275,584.90283,2017-08-14 22:00:00,463334.0,1
1502719200,464275,473000,463709,471500,1304.4904,2017-08-14 23:00:00,468354.5,1
1502722800,471500,478000,471001,475744,1190.3074,2017-08-15 00:00:00,474500.5,1
1502726400,475600,478199,471001,473340,1034.3755,2017-08-15 01:00:00,474600.0,2
1502730000,473381,475000,470000,471752,797.51404,2017-08-15 02:00:00,472500.0,1
1502733600,471888,475966,470050,473224,662.92426,2017-08-15 03:00:00,473008.0,1
1502737200,473198,475280,471591,474430,282.17715,2017-08-15 04:00:00,473435.5,2
1502740800,474294,474309,469700,469700,248.81238,2017-08-15 05:00:00,472004.5,2
1502744400,469501,474430,469500,472539,209.01312,2017-08-15 06:00:00,471965.0,1
1502748000,472538,477499,472538,476331,392.054,2017-08-15 07:00:00,475018.5,2
1502751600,476750,477311,471900,473915,412.40332,2017-08-15 08:00:00,474605.5,1
1502755200,474000,477800,473000,477100,497.41962,2017-08-15 09:00:00,475400.0,1
1502758800,477500,488000,477499,486190,1321.3256,2017-08-15 10:00:00,482749.5,1
1502762400,486190,491399,485500,490850,844.5867,2017-08-15 11:00:00,488449.5,1
1502766000,490850,494900,490792,494108,1156.1594,2017-08-15 12:00:00,492846.0,1
1502769600,494001,498200,491700,494500,1197.404,2017-08-15 13:00:00,494950.0,2
1502773200,494500,495180,488560,488800,1252.9036,2017-08-15 14:00:00,491870.0,2
1502776800,488897,492500,488000,491527,813.23663,2017-08-15 15:00:00,490250.0,2
1502780400,491001,491001,477701,480100,1523.733,2017-08-15 16:00:00,484351.0,2
1502784000,481455,487272,479627,487272,925.5545,2017-08-15 17:00:00,483449.5,1
1502787600,487272,489900,481110,481300,846.55975,2017-08-15 18:00:00,485505.0,2
1502791200,481455,484420,473649,473649,1272.5874,2017-08-15 19:00:00,479034.5,2
1502794800,473640,475246,448860,463066,1788.285,2017-08-15 20:00:00,462053.0,1
1502798400,463041,470680,455500,468881,1590.2452,2017-08-15 21:00:00,463090.0,1
1502802000,468881,469550,457159,461800,1278.4167,2017-08-15 22:00:00,463354.5,2
1502805600,461800,466413,456000,456000,1111.1654,2017-08-15 23:00:00,461206.5,2
1502809200,456000,456052,441674,448000,1937.1409,2017-08-16 00:00:00,448863.0,1
1502812800,448000,460205,444000,452000,1124.0796,2017-08-16 01:00:00,452102.5,1
1502816400,451100,459801,447990,454797,748.23773,2017-08-16 02:00:00,453895.5,2
1502820000,454697,456579,448888,452780,383.1572,2017-08-16 03:00:00,452733.5,1
1502823600,454163,460900,449130,455000,351.05673,2017-08-16 04:00:00,455015.0,2
1502827200,453251,456095,449950,450510,183.49179,2017-08-16 05:00:00,453022.5,2
1502830800,450878,454352,445870,453900,295.8078,2017-08-16 06:00:00,450111.0,1
1502834400,453900,462999,451400,461000,315.41745,2017-08-16 07:00:00,457199.5,1
1502838000,461097,471302,460000,469995,845.44135,2017-08-16 08:00:00,465651.0,1
1502841600,469995,471000,462001,465421,436.3527,2017-08-16 09:00:00,466500.5,2
1502845200,465271,469300,463000,466541,554.63824,2017-08-16 10:00:00,466150.0,2
1502848800,466500,467500,463700,464999,505.7477,2017-08-16 11:00:00,465600.0,2
1502852400,464839,465500,450140,452359,1036.3334,2017-08-16 12:00:00,457820.0,2
1502856000,452359,459980,452359,457500,526.11957,2017-08-16 13:00:00,456169.5,2
1502859600,457500,457500,451488,451900,402.35562,2017-08-16 14:00:00,454494.0,2
1502863200,451900,452150,445000,447722,1228.9137,2017-08-16 15:00:00,448575.0,2
1502866800,447765,451086,443000,450100,881.1445,2017-08-16 16:00:00,447043.0,1
1502870400,450100,456224,449280,451500,699.5591,2017-08-16 17:00:00,452752.0,1
1502874000,451500,458994,448790,457600,752.6654,2017-08-16 18:00:00,453892.0,1
1502877600,457575,458799,454372,457499,686.9668,2017-08-16 19:00:00,456585.5,1
1502881200,457006,460001,455013,456320,536.86444,2017-08-16 20:00:00,457507.0,2
1502884800,456220,458527,451590,453000,474.40665,2017-08-16 21:00:00,455058.5,2
1502888400,453314,456440,451048,456000,520.37573,2017-08-16 22:00:00,453744.0,1
1502892000,456000,456300,454150,454901,395.27036,2017-08-16 23:00:00,455225.0,2
1502895600,454901,455900,452851,454570,244.56898,2017-08-17 00:00:00,454375.5,1
1502899200,453925,473530,453925,472999,1674.0413,2017-08-17 01:00:00,463727.5,1
1502902800,472666,479627,469810,472330,1088.1477,2017-08-17 02:00:00,474718.5,2
1502906400,472329,476901,471370,474071,537.92316,2017-08-17 03:00:00,474135.5,2
1502910000,473502,475517,470870,474900,497.76303,2017-08-17 04:00:00,473193.5,1
1502913600,474900,475000,472000,474569,185.62373,2017-08-17 05:00:00,473500.0,1
1502917200,474082,479000,474082,479000,434.33038,2017-08-17 06:00:00,476541.0,1
1502920800,478960,481743,475220,479011,813.0007,2017-08-17 07:00:00,478481.5,1
1502924400,479110,481501,476505,481299,543.2016,2017-08-17 08:00:00,479003.0,1
1502928000,481246,486400,479766,485555,919.9213,2017-08-17 09:00:00,483083.0,2
1502931600,485555,486567,477000,479000,829.4763,2017-08-17 10:00:00,481783.5,2
1502935200,478999,481222,476011,477377,579.90686,2017-08-17 11:00:00,478616.5,2
1502938800,477392,478000,472200,476900,779.0407,2017-08-17 12:00:00,475100.0,2
1502942400,476900,477385,470000,473220,850.7293,2017-08-17 13:00:00,473692.5,2
1502946000,473220,476000,469998,475010,525.30524,2017-08-17 14:00:00,472999.0,1
1502949600,475010,477700,473410,475425,392.94287,2017-08-17 15:00:00,475555.0,2
1502953200,475925,477050,474000,475097,267.21814,2017-08-17 16:00:00,475525.0,1
1502956800,475450,479904,474100,479500,442.34833,2017-08-17 17:00:00,477002.0,1
1502960400,479500,480000,476819,478500,401.1495,2017-08-17 18:00:00,478409.5,1
1502964000,478408,484730,477671,483498,825.18866,2017-08-17 19:00:00,481200.5,1
1502967600,483200,488500,482360,487100,626.733,2017-08-17 20:00:00,485430.0,1
1502971200,486909,490000,483818,484153,1168.0519,2017-08-17 21:00:00,486909.0,2
1502974800,484799,488888,484000,488371,560.85236,2017-08-17 22:00:00,486444.0,1
1502978400,488372,489950,487000,489889,606.9159,2017-08-17 23:00:00,488475.0,2
1502982000,489889,489990,486750,487800,492.5516,2017-08-18 00:00:00,488370.0,2
1502985600,487877,488721,484370,484370,666.6197,2017-08-18 01:00:00,486545.5,2
1502989200,484370,485070,477500,482345,1123.8219,2017-08-18 02:00:00,481285.0,2
1502992800,482376,482377,471700,471700,560.2347,2017-08-18 03:00:00,477038.5,2
1502996400,471700,475680,470000,470450,792.87213,2017-08-18 04:00:00,472840.0,1
1503000000,470749,476248,470500,474878,181.2746,2017-08-18 05:00:00,473374.0,1
1503003600,474112,477500,470000,476643,396.89938,2017-08-18 06:00:00,473750.0,1
1503007200,476644,480000,475240,476990,239.51562,2017-08-18 07:00:00,477620.0,2
1503010800,476990,478080,472001,474890,437.8367,2017-08-18 08:00:00,475040.5,2
1503014400,474580,477201,471016,471243,471.13382,2017-08-18 09:00:00,474108.5,2
1503018000,471250,475581,470300,470300,650.4691,2017-08-18 10:00:00,472940.5,2
1503021600,470300,471527,463000,469949,1149.0924,2017-08-18 11:00:00,467263.5,1
1503025200,470111,472326,467870,471514,534.9722,2017-08-18 12:00:00,470098.0,1
1503028800,469515,474660,469515,472160,345.25253,2017-08-18 13:00:00,472087.5,2
1503032400,472597,472812,468370,471273,480.6407,2017-08-18 14:00:00,470591.0,1
1503036000,471352,475125,471301,473440,297.26776,2017-08-18 15:00:00,473213.0,1
1503039600,473440,475125,472648,473700,212.25597,2017-08-18 16:00:00,473886.5,2
1503043200,473999,474800,472400,473758,251.53357,2017-08-18 17:00:00,473600.0,2
1503046800,473917,475000,470001,472000,467.27582,2017-08-18 18:00:00,472500.5,1
1503050400,472898,474869,472000,472500,378.08554,2017-08-18 19:00:00,473434.5,1
1503054000,472640,479000,472448,476681,591.7169,2017-08-18 20:00:00,475724.0,2
1503057600,476680,477072,473410,474690,430.2241,2017-08-18 21:00:00,475241.0,2
1503061200,474671,476930,472092,473339,322.27884,2017-08-18 22:00:00,474511.0,2
1503064800,473068,474530,468000,470499,716.9436,2017-08-18 23:00:00,471265.0,2
1503068400,470499,471238,465050,469000,608.89197,2017-08-19 00:00:00,468144.0,1
1503072000,469000,470042,466490,468097,399.78516,2017-08-19 01:00:00,468266.0,1
1503075600,468496,472201,465009,467327,474.846,2017-08-19 02:00:00,468605.0,2
1503079200,467327,467770,460000,464250,824.7814,2017-08-19 03:00:00,463885.0,2
1503082800,464158,465501,460000,460000,344.23447,2017-08-19 04:00:00,462750.5,2
1503086400,460000,460630,455000,460630,593.13824,2017-08-19 05:00:00,457815.0,2
1503090000,460630,461503,451100,451100,698.91156,2017-08-19 06:00:00,456301.5,2
1503093600,451090,453000,444000,452243,1343.9941,2017-08-19 07:00:00,448500.0,1
1503097200,452238,466000,451500,461569,853.5967,2017-08-19 08:00:00,458750.0,2
1503100800,461569,462630,453756,455540,779.9625,2017-08-19 09:00:00,458193.0,2
1503104400,455545,459265,454001,458300,551.474,2017-08-19 10:00:00,456633.0,1
1503108000,458300,461068,455730,457079,379.20825,2017-08-19 11:00:00,458399.0,2
1503111600,457078,459590,455679,457000,298.32803,2017-08-19 12:00:00,457634.5,2
1503115200,457000,459001,450500,451080,800.3669,2017-08-19 13:00:00,454750.5,2
1503118800,451080,455030,450116,451450,450.05548,2017-08-19 14:00:00,452573.0,2
1503122400,451455,453562,445920,446749,680.05,2017-08-19 15:00:00,449741.0,2
1503126000,446748,447730,440130,441000,736.55304,2017-08-19 16:00:00,443930.0,1
1503129600,441000,450511,439000,450369,1040.6577,2017-08-19 17:00:00,444755.5,1
1503133200,449501,452001,441550,443420,750.2133,2017-08-19 18:00:00,446775.5,2
1503136800,443420,448250,442261,445928,621.8647,2017-08-19 19:00:00,445255.5,2
1503140400,445600,447140,442620,444010,393.33966,2017-08-19 20:00:00,444880.0,2
1503144000,444005,446200,440400,441050,625.8212,2017-08-19 21:00:00,443300.0,1
1503147600,441050,451440,440140,446900,1055.2821,2017-08-19 22:00:00,445790.0,1
1503151200,446900,452917,444460,448818,851.81555,2017-08-19 23:00:00,448688.5,1
1503154800,448818,451210,446681,447500,509.90918,2017-08-20 00:00:00,448945.5,2
1503158400,447758,449002,441304,444950,583.261,2017-08-20 01:00:00,445153.0,2
1503162000,444950,447660,442001,443620,438.55862,2017-08-20 02:00:00,444830.5,1
1503165600,443574,447300,443061,445727,272.37823,2017-08-20 03:00:00,445180.5,1
1503169200,446209,449900,445584,449269,255.75467,2017-08-20 04:00:00,447742.0,1
1503172800,448841,449464,446500,448669,137.59001,2017-08-20 05:00:00,447982.0,1
1503176400,448178,454325,446690,454325,257.0217,2017-08-20 06:00:00,450507.5,1
1503180000,454325,455798,451290,452514,432.28415,2017-08-20 07:00:00,453544.0,1
1503183600,452514,458799,452422,457680,285.6734,2017-08-20 08:00:00,455610.5,1
1503187200,457680,462380,456298,458475,524.29987,2017-08-20 09:00:00,459339.0,2
1503190800,458358,460278,454888,457890,482.69632,2017-08-20 10:00:00,457583.0,2
1503194400,457860,458430,451830,455441,450.8011,2017-08-20 11:00:00,455130.0,2
1503198000,455686,456544,453168,453973,177.05365,2017-08-20 12:00:00,454856.0,2
1503201600,453999,455845,451001,452900,294.0955,2017-08-20 13:00:00,453423.0,2
1503205200,452900,453857,451001,452654,122.18693,2017-08-20 14:00:00,452429.0,1
1503208800,452654,455400,451870,452244,245.36946,2017-08-20 15:00:00,453635.0,2
1503212400,452227,453809,449100,450000,267.98804,2017-08-20 16:00:00,451454.5,1
1503216000,450000,455741,449291,453700,293.9504,2017-08-20 17:00:00,452516.0,1
1503219600,453700,455230,453500,454310,186.5689,2017-08-20 18:00:00,454365.0,2
1503223200,454780,454910,451390,452901,238.75894,2017-08-20 19:00:00,453150.0,2
1503226800,452901,454543,451600,452038,193.23412,2017-08-20 20:00:00,453071.5,2
1503230400,451603,453030,450000,451145,388.10162,2017-08-20 21:00:00,451515.0,2
1503234000,451145,451500,447400,450214,475.79422,2017-08-20 22:00:00,449450.0,2
1503237600,450220,450765,446880,447953,266.1116,2017-08-20 23:00:00,448822.5,2
1503241200,447953,448841,445557,446500,275.5761,2017-08-21 00:00:00,447199.0,2
1503244800,446500,447302,442000,445844,595.8832,2017-08-21 01:00:00,444651.0,1
1503248400,445844,449088,443556,449088,604.3516,2017-08-21 02:00:00,446322.0,1
1503252000,449089,450433,447010,448511,247.53772,2017-08-21 03:00:00,448721.5,1
1503255600,448550,452550,447348,452090,242.44525,2017-08-21 04:00:00,449949.0,1
1503259200,452090,453800,450400,452358,382.10895,2017-08-21 05:00:00,452100.0,2
1503262800,452323,453470,448370,451294,292.0992,2017-08-21 06:00:00,450920.0,1
1503266400,451294,453250,449580,452532,206.69308,2017-08-21 07:00:00,451415.0,1
1503270000,452900,455102,452586,454060,242.21608,2017-08-21 08:00:00,453844.0,2
1503273600,454576,454576,448000,449300,390.15482,2017-08-21 09:00:00,451288.0,2
1503277200,449300,451505,448413,451505,317.4976,2017-08-21 10:00:00,449959.0,1
1503280800,451505,452000,448204,448819,259.1854,2017-08-21 11:00:00,450102.0,2
1503284400,448909,450000,448002,449381,227.55858,2017-08-21 12:00:00,449001.0,1
1503288000,449381,450261,448321,448650,305.76035,2017-08-21 13:00:00,449291.0,1
1503291600,448650,450395,448526,450122,259.04117,2017-08-21 14:00:00,449460.5,2
1503295200,450252,450252,444444,445480,583.1536,2017-08-21 15:00:00,447348.0,2
1503298800,445480,445583,442101,444995,653.41345,2017-08-21 16:00:00,443842.0,1
1503302400,444967,445560,443305,444273,322.5411,2017-08-21 17:00:00,444432.5,1
1503306000,444277,445900,443601,445264,354.11264,2017-08-21 18:00:00,444750.5,1
1503309600,445389,448222,444480,447488,393.5932,2017-08-21 19:00:00,446351.0,1
1503313200,447488,448000,445860,446897,228.3272,2017-08-21 20:00:00,446930.0,2
1503316800,446909,447463,443686,444117,252.88216,2017-08-21 21:00:00,445574.5,2
1503320400,444067,445600,443000,444350,330.546,2017-08-21 22:00:00,444300.0,2
1503324000,444351,445010,440410,440700,577.9485,2017-08-21 23:00:00,442710.0,2
1503327600,440700,442700,440001,442602,476.54187,2017-08-22 00:00:00,441350.5,1
1503331200,442602,443800,440000,440174,454.8855,2017-08-22 01:00:00,441900.0,2
1503334800,440000,442549,439370,439995,343.1294,2017-08-22 02:00:00,440959.5,2
1503338400,440141,441220,438280,440086,489.36945,2017-08-22 03:00:00,439750.0,2
1503342000,439455,440999,436242,439888,455.90338,2017-08-22 04:00:00,438620.5,1
1503345600,440720,442680,439800,440247,260.1055,2017-08-22 05:00:00,441240.0,2
1503349200,440038,441482,439132,439857,286.32132,2017-08-22 06:00:00,440307.0,2
1503352800,439878,442260,437793,439866,263.35916,2017-08-22 07:00:00,440026.5,2
1503356400,439866,439897,438033,438033,204.14502,2017-08-22 08:00:00,438965.0,2
1503360000,438033,438033,430000,433266,758.18396,2017-08-22 09:00:00,434016.5,2
1503363600,433483,433827,421688,422600,946.07074,2017-08-22 10:00:00,427757.5,2
1503367200,422600,424000,408800,414569,1623.6823,2017-08-22 11:00:00,416400.0,1
1503370800,414500,428700,413000,422500,1575.8865,2017-08-22 12:00:00,420850.0,2
1503374400,422500,424049,416597,418100,806.5227,2017-08-22 13:00:00,420323.0,2
1503378000,418100,419270,397663,397663,1463.289,2017-08-22 14:00:00,408466.5,2
1503381600,398222,414180,395921,413180,1197.9487,2017-08-22 15:00:00,405050.5,1
1503385200,413960,429150,412700,418180,1579.2673,2017-08-22 16:00:00,420925.0,2
1503388800,418180,422040,413670,418800,699.52,2017-08-22 17:00:00,417855.0,1
1503392400,419469,421890,414932,417351,743.7868,2017-08-22 18:00:00,418411.0,1
1503396000,417353,443941,417353,436380,1351.6571,2017-08-22 19:00:00,430647.0,1
1503399600,437100,439000,426700,430000,1085.0005,2017-08-22 20:00:00,432850.0,2
1503403200,430000,435565,427030,431924,1201.259,2017-08-22 21:00:00,431297.5,1
1503406800,431923,439020,429420,437996,1125.5074,2017-08-22 22:00:00,434220.0,1
1503410400,438000,438400,431360,432016,747.1174,2017-08-22 23:00:00,434880.0,2
1503414000,432016,434130,428500,431655,615.5908,2017-08-23 00:00:00,431315.0,1
1503417600,432078,434900,430642,432500,426.7466,2017-08-23 01:00:00,432771.0,1
1503421200,432194,435740,432039,434134,239.97792,2017-08-23 02:00:00,433889.5,1
1503424800,433740,440620,433627,438661,538.0922,2017-08-23 03:00:00,437123.5,1
1503428400,438716,455412,438266,451894,857.6209,2017-08-23 04:00:00,446839.0,1
1503432000,451894,455726,450260,452215,375.92,2017-08-23 05:00:00,452993.0,2
1503435600,452671,452990,445501,447412,418.21487,2017-08-23 06:00:00,449245.5,1
1503439200,447414,454000,446000,451554,483.22794,2017-08-23 07:00:00,450000.0,1
1503442800,451554,453585,449140,449350,685.7901,2017-08-23 08:00:00,451362.5,2
1503446400,449530,452983,446500,451782,783.5838,2017-08-23 09:00:00,449741.5,1
1503450000,451844,452260,450156,452200,290.4632,2017-08-23 10:00:00,451208.0,1
1503453600,452198,459950,451698,459901,793.17786,2017-08-23 11:00:00,455824.0,1
1503457200,459902,462330,455137,459123,1164.7325,2017-08-23 12:00:00,458733.5,2
1503460800,459000,460000,455290,456619,596.3774,2017-08-23 13:00:00,457645.0,2
1503464400,456630,457930,455100,457339,330.4094,2017-08-23 14:00:00,456515.0,2
1503468000,457500,457720,452140,453890,474.67288,2017-08-23 15:00:00,454930.0,2
1503471600,453851,456400,452810,455442,354.57162,2017-08-23 16:00:00,454605.0,1
1503475200,455899,457194,453451,455784,347.9206,2017-08-23 17:00:00,455322.5,1
1503478800,455643,458653,455060,458653,469.89734,2017-08-23 18:00:00,456856.5,1
1503482400,458653,465398,458653,464350,1102.6646,2017-08-23 19:00:00,462025.5,1
1503486000,464350,465555,462528,464490,487.03586,2017-08-23 20:00:00,464041.5,2
1503489600,464490,465125,461920,463776,384.53973,2017-08-23 21:00:00,463522.5,1
1503493200,463849,466410,463010,463372,510.83514,2017-08-23 22:00:00,464710.0,2
1503496800,463699,464000,458610,461700,691.05774,2017-08-23 23:00:00,461305.0,2
1503500400,462051,462106,457000,459800,612.9603,2017-08-24 00:00:00,459553.0,1
1503504000,459800,464999,458790,463375,454.4041,2017-08-24 01:00:00,461894.5,1
1503507600,462899,465440,461875,462979,335.9781,2017-08-24 02:00:00,463657.5,2
1503511200,462979,463750,457000,459735,329.16742,2017-08-24 03:00:00,460375.0,2
1503514800,459690,461509,457300,458500,232.4456,2017-08-24 04:00:00,459404.5,2
1503518400,457833,457836,454000,454301,399.2745,2017-08-24 05:00:00,455918.0,2
1503522000,454301,454660,447607,454001,830.1769,2017-08-24 06:00:00,451133.5,1
1503525600,454001,455663,449000,449577,468.90622,2017-08-24 07:00:00,452331.5,2
1503529200,449577,455938,448500,455101,524.75555,2017-08-24 08:00:00,452219.0,1
1503532800,455829,458610,453575,454324,513.72314,2017-08-24 09:00:00,456092.5,2
1503536400,454324,457880,452740,454500,401.13284,2017-08-24 10:00:00,455310.0,1
1503540000,454326,464900,453210,459056,870.48773,2017-08-24 11:00:00,459055.0,2
1503543600,459191,461500,454235,454503,780.31866,2017-08-24 12:00:00,457867.5,2
1503547200,454803,457635,451812,453580,614.60126,2017-08-24 13:00:00,454723.5,2
1503550800,453580,455589,452750,455000,338.31638,2017-08-24 14:00:00,454169.5,1
1503554400,455000,458239,453860,457110,340.53192,2017-08-24 15:00:00,456049.5,1
1503558000,457109,457447,455000,456750,240.62398,2017-08-24 16:00:00,456223.5,1
1503561600,456775,461498,456775,459100,444.43774,2017-08-24 17:00:00,459136.5,1
1503565200,459100,462000,459100,461517,588.3378,2017-08-24 18:00:00,460550.0,1
1503568800,461468,462402,459274,459274,485.0125,2017-08-24 19:00:00,460838.0,2
1503572400,459305,460776,457316,460400,397.05255,2017-08-24 20:00:00,459046.0,1
1503576000,460400,461000,457940,460191,225.82933,2017-08-24 21:00:00,459470.0,2
1503579600,460238,460400,457343,459401,377.1502,2017-08-24 22:00:00,458871.5,1
1503583200,459724,460100,458102,459073,167.82784,2017-08-24 23:00:00,459101.0,1
1503586800,459404,463900,458750,463350,612.80774,2017-08-25 00:00:00,461325.0,1
1503590400,463363,464048,461300,462393,412.22864,2017-08-25 01:00:00,462674.0,2
1503594000,462850,463800,460100,461189,184.15292,2017-08-25 02:00:00,461950.0,2
1503597600,461224,461920,459201,460499,168.89793,2017-08-25 03:00:00,460560.5,1
1503601200,460351,463900,460000,463900,144.42642,2017-08-25 04:00:00,461950.0,1
1503604800,463202,464550,462460,464000,99.60714,2017-08-25 05:00:00,463505.0,1
1503608400,464000,464789,462900,464540,117.963165,2017-08-25 06:00:00,463844.5,1
1503612000,464540,465000,463001,464880,185.69891,2017-08-25 07:00:00,464000.5,1
1503615600,464674,472200,464173,470880,703.1229,2017-08-25 08:00:00,468186.5,1
1503619200,471310,475600,470300,472740,871.3731,2017-08-25 09:00:00,472950.0,1
1503622800,472740,482000,472498,481030,1055.4529,2017-08-25 10:00:00,477249.0,1
1503626400,481030,481966,475206,475733,853.03253,2017-08-25 11:00:00,478586.0,2
1503630000,475988,477126,473001,475768,564.82404,2017-08-25 12:00:00,475063.5,2
1503633600,474697,475109,472225,473876,363.99435,2017-08-25 13:00:00,473667.0,1
1503637200,473876,475219,472501,472764,296.8426,2017-08-25 14:00:00,473860.0,2
1503640800,472764,473364,470230,471661,409.9463,2017-08-25 15:00:00,471797.0,2
1503644400,471687,474555,468020,474200,565.63165,2017-08-25 16:00:00,471287.5,1
1503648000,474545,476768,473260,474993,553.92914,2017-08-25 17:00:00,475014.0,2
1503651600,474938,477000,472500,475415,496.85648,2017-08-25 18:00:00,474750.0,1
1503655200,475415,479900,475001,477241,495.73578,2017-08-25 19:00:00,477450.5,1
1503658800,477241,478800,476500,477102,243.89761,2017-08-25 20:00:00,477650.0,2
1503662400,477106,478490,475952,477301,247.89763,2017-08-25 21:00:00,477221.0,2
1503666000,477301,478140,475124,476977,280.78937,2017-08-25 22:00:00,476632.0,2
1503669600,476977,477300,475125,476141,234.21675,2017-08-25 23:00:00,476212.5,1
1503673200,476141,478500,475650,476393,251.50418,2017-08-26 00:00:00,477075.0,1
1503676800,476716,480388,476200,478973,494.39005,2017-08-26 01:00:00,478294.0,1
1503680400,479000,481000,478700,480600,399.98312,2017-08-26 02:00:00,479850.0,2
1503684000,480984,481000,476680,478870,379.53964,2017-08-26 03:00:00,478840.0,2
1503687600,478900,479800,477850,478933,113.91852,2017-08-26 04:00:00,478825.0,2
1503691200,478933,479950,471500,473261,461.5498,2017-08-26 05:00:00,475725.0,2
1503694800,473280,474600,470750,473856,467.18335,2017-08-26 06:00:00,472675.0,1
